"Diagram Data","Price","Salesperson","Stock Number","Vehicle Information","Creation Date","unique id"
"1734371236372x368050278795837440","26900","1721936059223x586049240986026000","23650","1734371236372x890312642448588800","Dec 16, 2024 6:47 pm","1734371236372x706143415118594000"
"1734371237434x904888729801588700","26900","1721936059223x586049240986026000","23649","1734371237434x912972990664933400","Dec 16, 2024 6:47 pm","1734371237434x606685934358888400"
"1734371239731x509649457937121300","33900","1721936059223x586049240986026000","23648","1734371239731x426397279679676400","Dec 16, 2024 6:47 pm","1734371239731x465803788447121400"
"1734371241991x495340322402074600","48900","1721936059223x586049240986026000","23641","1734371241991x350146314402005000","Dec 16, 2024 6:47 pm","1734371241991x138006310150471680"
"1734371242934x902824567916200000","24900","1721936059223x586049240986026000","23628","1734371242934x639107136576553000","Dec 16, 2024 6:47 pm","1734371242934x555218998107308000"
"1734371244896x497027817010626560","16900","1721936059223x586049240986026000","23465","1734371244896x227109614227030000","Dec 16, 2024 6:47 pm","1734371244896x588481697197588500"
"1734459754582x301064715882463200","66900","1721936059223x586049240986026000","23711","1734459754582x746204258126004200","Dec 17, 2024 7:22 pm","1734459754582x573638305861861400"
"1734459756610x990129131380015100","58900","1721936059223x586049240986026000","23710","1734459756610x692410320685629400","Dec 17, 2024 7:22 pm","1734459756610x914344927309070300"
"1734459758919x195057765447893000","52900","1721936059223x586049240986026000","23709","1734459758919x527032155111948300","Dec 17, 2024 7:22 pm","1734459758919x684348504863408100"
"1734459761014x464097689039536100","24900","1721936059223x586049240986026000","23707","1734459761014x205848534885859330","Dec 17, 2024 7:22 pm","1734459761014x362903809854275600"
"1734459762391x269504378601472000","24900","1721936059223x586049240986026000","23706","1734459762391x775791616197656600","Dec 17, 2024 7:22 pm","1734459762391x432360745260285950"
"1734459764116x823788054019833900","19900","1721936059223x586049240986026000","23705","1734459764116x810617364975714300","Dec 17, 2024 7:22 pm","1734459764116x248977230013399040"
"1734459766250x399948364380110850","19900","1721936059223x586049240986026000","23704","1734459766250x512198050179973100","Dec 17, 2024 7:22 pm","1734459766250x305043420764700700"
"1734459768723x955823149687242800","19900","1721936059223x586049240986026000","23703","1734459768723x528233158821543940","Dec 17, 2024 7:22 pm","1734459768723x196925823176671230"
"1734459771675x637147168551469000","18900","1721936059223x586049240986026000","23699","1734459771675x390733135086878700","Dec 17, 2024 7:22 pm","1734459771675x517859832172642300"
"1734459773664x639009300525875200","21900","1721936059223x586049240986026000","23698","1734459773664x955957833521168400","Dec 17, 2024 7:22 pm","1734459773664x691795941190008800"
"1734459775004x980935787872780300","21900","1721936059223x586049240986026000","23697","1734459775004x142308940764413950","Dec 17, 2024 7:22 pm","1734459775004x410923825677467650"
"1734459776513x890864494510342100","28900","1721936059223x586049240986026000","23693","1734459776513x222724828366897150","Dec 17, 2024 7:22 pm","1734459776513x232173688376524800"
"1734459778435x364991090261229600","38900","1721936059223x586049240986026000","23696","1734459778435x794517074226446300","Dec 17, 2024 7:22 pm","1734459778435x863834216915271700"
"1734459779940x548193826486878200","61900","1721936059223x586049240986026000","23721","1734459779940x329033072063807500","Dec 17, 2024 7:23 pm","1734459779940x622407322325483500"
"1734459784419x456465273325355000","58900","1721936059223x586049240986026000","23719","1734459784419x859081887632326700","Dec 17, 2024 7:23 pm","1734459784419x454078765092306940"
"1734459787032x234384359057522700","63900","1721936059223x586049240986026000","23718","1734459787032x625260223943671800","Dec 17, 2024 7:23 pm","1734459787032x695250737828724700"
"1734459789278x884642883062464500","58900","1721936059223x586049240986026000","23716","1734459789278x194929549845725200","Dec 17, 2024 7:23 pm","1734459789278x990778681391317000"
"1735682451077x920215371786223600","13900","1721936059223x586049240986026000","23735","1735682451077x491722465034895360","Dec 31, 2024 11:00 pm","1735682451077x803053075331022800"
"1735682452089x959853009160634400","13900","1721936059223x586049240986026000","23734","1735682452089x330073105946116100","Dec 31, 2024 11:00 pm","1735682452089x154606244936548350"
"1735682453141x634300635407974400","13900","1721936059223x586049240986026000","23733","1735682453141x265152459630706700","Dec 31, 2024 11:00 pm","1735682453141x171208984124981250"
"1735682455054x224597098342645760","13900","1721936059223x586049240986026000","23732","1735682455054x485118793442656260","Dec 31, 2024 11:00 pm","1735682455054x562931301480661000"
"1735682456142x405587400579612700","13900","1721936059223x586049240986026000","23731","1735682456142x367949780789755900","Dec 31, 2024 11:00 pm","1735682456142x804638804215857200"
"1735682457108x134964416225476600","13900","1721936059223x586049240986026000","23730","1735682457108x644917712462807000","Dec 31, 2024 11:00 pm","1735682457108x705472212772061200"
"1735682458071x499049227630149600","25900","1721936059223x586049240986026000","23663","1735682458071x915621075919044600","Dec 31, 2024 11:00 pm","1735682458071x441227972239687700"
"1735682459124x451101977022824450","29900","1721936059223x586049240986026000","23659","1735682459124x518303917921533950","Dec 31, 2024 11:00 pm","1735682459124x703093946382286800"
"1735682460200x967670460998484000","89900","1721936059223x586049240986026000","23761","1735682460200x674093502719852500","Dec 31, 2024 11:01 pm","1735682460200x414078471438073860"
"1735682462278x522412468501741600","19900","1721936059223x586049240986026000","23754","1735682462278x614132862412652500","Dec 31, 2024 11:01 pm","1735682462278x726519891508068400"
"1735682464486x553822312583659500","22900","1721936059223x586049240986026000","23753","1735682464486x848533169858150400","Dec 31, 2024 11:01 pm","1735682464486x887004733375774700"
"1735682466222x375945758986993660","19900","1721936059223x586049240986026000","23751","1735682466222x114477826667970560","Dec 31, 2024 11:01 pm","1735682466222x897946116434165800"
"1735682467778x541631630988804100","27900","1721936059223x586049240986026000","23758","1735682467778x390571640234442750","Dec 31, 2024 11:01 pm","1735682467778x814620036536729600"
"1735682468955x706288254627348500","13900","1721936059223x586049240986026000","23737","1735682468955x445703359730810900","Dec 31, 2024 11:01 pm","1735682468955x558132242308661250"
"1735682469708x694285227801182200","13900","1721936059223x586049240986026000","23736","1735682469708x118805763912368130","Dec 31, 2024 11:01 pm","1735682469708x284331531729633300"
"1735685218172x769241753725435900","29900","1720557856076x917956074753753100","423873","1735685218172x130119832344985600","Dec 31, 2024 11:46 pm","1735685218172x487449434067828740"
"1735685219078x435996902789480450","73900","1720557856076x917956074753753100","135363","1735685219078x744615660996526100","Dec 31, 2024 11:46 pm","1735685219078x854804583704166400"
"1735685219904x510300955605991400","37900","1720557856076x917956074753753100","986044","1735685219904x698130064004350000","Dec 31, 2024 11:47 pm","1735685219904x912599396404953100"
"1735685220656x124956622541291520","30900","1720557856076x917956074753753100","423769","1735685220656x342213555340443650","Dec 31, 2024 11:47 pm","1735685220656x212605405443391500"
"1735685221805x409177282383708160","29900","1720557856076x917956074753753100","423779","1735685221805x815959742926815200","Dec 31, 2024 11:47 pm","1735685221805x830458785045151700"
"1735685222961x103216926894325760","34900","1720557856076x917956074753753100","423829","1735685222961x155238778584432640","Dec 31, 2024 11:47 pm","1735685222961x440703566012481540"
"1735685224423x522325716076855300","29900","1720557856076x917956074753753100","423867","1735685224423x212552828609101820","Dec 31, 2024 11:47 pm","1735685224423x497369833631645700"
"1735843491617x103960660701347840","61900","1724095412119x614725645865058300","KZ4054","1735843491617x118753912014241800","Jan 2, 2025 7:44 pm","1735843491617x769662278404145200"
"1735843492405x258651295759466500","58900","1724095412119x614725645865058300","KZ4058","1735843492405x548074026947575800","Jan 2, 2025 7:44 pm","1735843492405x442247643412561900"
"1735843493185x346377488905797600","66900","1724095412119x614725645865058300","KZ4059","1735843493185x989720923785134100","Jan 2, 2025 7:44 pm","1735843493185x401862000497131500"
"1735843494637x622086286301462500","61900","1724095412119x614725645865058300","KZ4056","1735843494637x175705942949101570","Jan 2, 2025 7:44 pm","1735843494637x567926358622601200"
"1735843495678x787418937809436700","","1724095412119x614725645865058300","9240118","1735843495678x507457253782585340","Jan 2, 2025 7:44 pm","1735843495678x451610992576823300"
"1735843496446x842150468048650200","59900","1724095412119x614725645865058300","KZ4055","1735843496446x507828680596127740","Jan 2, 2025 7:44 pm","1735843496446x834805630525505500"
"1735843497136x363115558154797060","","1724095412119x614725645865058300","9240144","1735843497136x924437614592262100","Jan 2, 2025 7:44 pm","1735843497136x303727107202088960"
"1735929678068x206146151394050050","17500","1723048806279x328777167745581060","HS7075","1735929678068x422649182137090050","Jan 3, 2025 7:41 pm","1735929678068x410874096902209540"
"1735929678827x510751481996771300","39500","1723048806279x328777167745581060","963047","1735929678827x610570676868743200","Jan 3, 2025 7:41 pm","1735929678827x446751782491389950"
"1735929680074x170219233240416260","15500","1723048806279x328777167745581060","AX7011","1735929680074x169209504874364930","Jan 3, 2025 7:41 pm","1735929680074x149660215508467700"
"1735929680822x507178325126676500","","1723048806279x328777167745581060","HS7121","1735929680822x163148226861465600","Jan 3, 2025 7:41 pm","1735929680822x965822124499927000"
"1735929681694x303743688911355900","","1723048806279x328777167745581060","HS7101","1735929681694x963785175688282100","Jan 3, 2025 7:41 pm","1735929681694x377785276542484500"
"1735929682529x904753421614841900","17000","1723048806279x328777167745581060","HS7105","1735929682529x689113445701779500","Jan 3, 2025 7:41 pm","1735929682529x752434421083144200"
"1735929683296x153503967199100930","","1723048806279x328777167745581060","HS7100","1735929683296x191002084467015680","Jan 3, 2025 7:41 pm","1735929683296x777826198767796200"
"1735929683947x809880033048395800","","1723048806279x328777167745581060","HS7049","1735929683947x562009881936920600","Jan 3, 2025 7:41 pm","1735929683947x804370502023118800"
"1735929684568x269672647990706180","14000","1723048806279x328777167745581060","BT8113","1735929684568x864396731227308000","Jan 3, 2025 7:41 pm","1735929684568x787669917647765500"
"1735929685233x389655710705385500","15500","1723048806279x328777167745581060","HS7057","1735929685233x671861882879213600","Jan 3, 2025 7:41 pm","1735929685233x583655631279620100"
"1735929687615x901874965593718800","","1723048806279x328777167745581060","839203","1735929687615x427104885892972540","Jan 3, 2025 7:41 pm","1735929687615x278863280440344580"
"1735929689683x306745497776816100","96500","1723048806279x328777167745581060","281358","1735929689683x549686955860557800","Jan 3, 2025 7:41 pm","1735929689683x839545399886151700"
"1735929690297x184055931960033300","","1723048806279x328777167745581060","BX9691","1735929690297x570014578454298600","Jan 3, 2025 7:41 pm","1735929690297x924383243511267300"
"1735929691616x420082771277381600","","1723048806279x328777167745581060","FB3073","1735929691616x274860484713775100","Jan 3, 2025 7:41 pm","1735929691616x542281083241627650"
"1735929692558x813019211163762700","","1723048806279x328777167745581060","HS7106","1735929692558x802462363148615700","Jan 3, 2025 7:41 pm","1735929692558x142518624243679230"
"1735929693426x925450547521126400","30000","1723048806279x328777167745581060","340257","1735929693426x355726127042396160","Jan 3, 2025 7:41 pm","1735929693426x429583820762382340"
"1735929694998x305298380334039040","25000","1723048806279x328777167745581060","JF8029","1735929694998x678652552649900000","Jan 3, 2025 7:41 pm","1735929694998x481606482648104960"
"1735929696890x940780275256524800","17500","1723048806279x328777167745581060","HS7095","1735929696890x287671368105852930","Jan 3, 2025 7:41 pm","1735929696890x719322293615460400"
"1735929697000x664333549705101300","25500","1723048806279x328777167745581060","6657","1735929697000x801822884816486400","Jan 3, 2025 7:41 pm","1735929697000x629516327080427500"
"1735929699076x190327159530717200","","1723048806279x328777167745581060","JC8464","1735929699076x315217868057739260","Jan 3, 2025 7:41 pm","1735929699076x298008082348769300"
"1735929700534x947759808188252200","","1723048806279x328777167745581060","HS7051","1735929700534x894724551552532500","Jan 3, 2025 7:41 pm","1735929700534x190610503152435200"
"1735929703237x319694981100994560","","1723048806279x328777167745581060","JC8462","1735929703237x288417143120199700","Jan 3, 2025 7:41 pm","1735929703237x885009256075755500"
"1735929704324x510323571572080640","","1723048806279x328777167745581060","Y74309","1735929704324x342971018654515200","Jan 3, 2025 7:41 pm","1735929704324x445914906849443840"
"1735929705105x978145450222944300","112000","1723048806279x328777167745581060","266314","1735929705105x555532347333935100","Jan 3, 2025 7:41 pm","1735929705105x177854930472927230"
"1735929705820x786790487794909200","","1723048806279x328777167745581060","BX9538","1735929705820x436696822321250300","Jan 3, 2025 7:41 pm","1735929705820x115443016350302200"
"1735929707696x752010317132726300","39500","1723048806279x328777167745581060","229282","1735929707696x973125352311488500","Jan 3, 2025 7:41 pm","1735929707696x431820941115523100"
"1735929707788x177246953654190080","","1723048806279x328777167745581060","HS7044","1735929707788x985531241766060000","Jan 3, 2025 7:41 pm","1735929707788x579740029419520000"
"1735929709965x742425600967835600","52500","1723048806279x328777167745581060","163201","1735929709965x973450987706253300","Jan 3, 2025 7:41 pm","1735929709965x788305818432045000"
"1735929710059x131526098007097340","96500","1723048806279x328777167745581060","283815","1735929710059x478285264725213200","Jan 3, 2025 7:41 pm","1735929710059x740356637194453000"
"1736532676435x718270072952717300","43900","1720557856076x917956074753753100","MA9786","1736532676435x493181622910713860","Jan 10, 2025 7:11 pm","1736532676435x781685897340125200"
"1736532685054x678695314587385900","37900","1721936059223x586049240986026000","23760","1736532685054x318513569496563700","Jan 10, 2025 7:11 pm","1736532685054x559445895192510460"
"1736532685928x570868493973454850","26900","1721936059223x586049240986026000","23673","1736532685928x879931166042357800","Jan 10, 2025 7:11 pm","1736532685928x739968802432221200"
"1736532722218x303710134513172500","64900","1724095412119x614725645865058300","#14133","1736532722218x311165054856462340","Jan 10, 2025 7:12 pm","1736532722218x641158907418640400"
"1736532734718x418247799732961300","","1723048806279x328777167745581060","JE3485","1736532734718x918850508427624400","Jan 10, 2025 7:12 pm","1736532734718x603615697119477800"
"1738176087992x788424872348876800","94900","1725395698237x945890071386783700","392025B","1738176087992x910646515133841400","Jan 29, 2025 7:41 pm","1738176087992x718314707454001200"
"1738176088850x824398436186193900","94900","1725395698237x945890071386783700","392021B","1738176088850x806992825618268200","Jan 29, 2025 7:41 pm","1738176088850x187868505668845570"
"1738176089515x766055795763970000","94900","1725395698237x945890071386783700","392019","1738176089515x234440233123840000","Jan 29, 2025 7:41 pm","1738176089515x432353834310565900"
"1738176091252x193444074325016580","94900","1725395698237x945890071386783700","392017B","1738176091252x497815849246130200","Jan 29, 2025 7:41 pm","1738176091252x994035651879108600"
"1738176091947x992863928461557800","","1725395698237x945890071386783700","390269","1738176091947x830522475483234300","Jan 29, 2025 7:41 pm","1738176091947x733298083755982800"
"1738176093552x682398272924155900","","1725395698237x945890071386783700","386825B","1738176093552x985239081666478100","Jan 29, 2025 7:41 pm","1738176093552x345608316125184000"
"1738176128369x713836561715691500","159900","1725403641428x754889495378657300","384224","1738176128369x880288982143074300","Jan 29, 2025 7:42 pm","1738176128369x215167733367570430"
"1738176129500x232883765034352640","159900","1725403641428x754889495378657300","384223","1738176129500x848993806855438300","Jan 29, 2025 7:42 pm","1738176129500x600466338975842300"
"1738176131146x616739758410825700","159900","1725403641428x754889495378657300","384222","1738176131146x746368780799049700","Jan 29, 2025 7:42 pm","1738176131146x691611490809544700"
"1738176132370x664995168214057000","159900","1725403641428x754889495378657300","384221","1738176132370x108237151316475900","Jan 29, 2025 7:42 pm","1738176132370x356161707694096400"
"1738176133626x522482877248307200","159900","1725403641428x754889495378657300","384219","1738176133626x811251739633909800","Jan 29, 2025 7:42 pm","1738176133626x369922664113111040"
"1738176135402x690468382467424300","159900","1725403641428x754889495378657300","384020","1738176135402x884326590485102600","Jan 29, 2025 7:42 pm","1738176135402x469352932799676400"
"1738176136852x717618959083110400","159900","1725403641428x754889495378657300","384019","1738176136852x697867815428292600","Jan 29, 2025 7:42 pm","1738176136852x508840165326192600"
"1738176138028x214171920747200500","159900","1725403641428x754889495378657300","384018","1738176138028x516381734922092540","Jan 29, 2025 7:42 pm","1738176138028x229889136042967040"
"1738176139106x968292989199450100","159900","1725403641428x754889495378657300","384017","1738176139106x887847215762243600","Jan 29, 2025 7:42 pm","1738176139106x784671884347179000"
"1738176140106x675451648348520400","159900","1725403641428x754889495378657300","384016","1738176140106x154967322006126600","Jan 29, 2025 7:42 pm","1738176140106x830415689431908400"
"1738176141128x430957935709388800","159900","1725403641428x754889495378657300","384015","1738176141128x257936680555642900","Jan 29, 2025 7:42 pm","1738176141128x931764343038279700"
"1738176142299x569759383018274800","184900","1725403641428x754889495378657300","383784","1738176142299x737018494907318300","Jan 29, 2025 7:42 pm","1738176142299x533899202330624000"
"1738176143352x649155079410024400","184900","1725403641428x754889495378657300","383783","1738176143352x858554972070477800","Jan 29, 2025 7:42 pm","1738176143352x994787491419521000"
"1738176144560x325196691003408400","184900","1725403641428x754889495378657300","383782","1738176144560x220924493792542700","Jan 29, 2025 7:42 pm","1738176144560x540675162702086140"
"1738176145544x403350106366017540","106900","1725403641428x754889495378657300","376808","1738176145544x335798896365666300","Jan 29, 2025 7:42 pm","1738176145544x911383369640050700"
"1738176146490x696101358671757300","196900","1725403641428x754889495378657300","374357","1738176146490x114043107865526270","Jan 29, 2025 7:42 pm","1738176146490x216925366757097470"
"1738176147325x762923579683635200","196900","1725403641428x754889495378657300","374356","1738176147325x371472903895253000","Jan 29, 2025 7:42 pm","1738176147325x416395526005063700"
"1738176148297x577511712387235800","196900","1725403641428x754889495378657300","374354","1738176148297x683061364875853800","Jan 29, 2025 7:42 pm","1738176148297x554009448648540160"
"1738176149161x840309590287974400","196900","1725403641428x754889495378657300","369299","1738176149161x320774091593220100","Jan 29, 2025 7:42 pm","1738176149161x575848869983682560"
"1738176149967x178065633203453950","196900","1725403641428x754889495378657300","369298","1738176149967x698107980206833700","Jan 29, 2025 7:42 pm","1738176149967x854473905808343000"
"1738176169705x753809786653638700","59900","1725403641428x243729516961988600","390465","1738176169705x235129648988815360","Jan 29, 2025 7:42 pm","1738176169705x460669412480909300"
"1738176171033x936049846918840300","94900","1725403641428x243729516961988600","390342","1738176171033x837144259259007000","Jan 29, 2025 7:42 pm","1738176171033x188502481852170240"
"1738176172729x903492193755070500","94900","1725403641428x243729516961988600","390341","1738176172729x343810159680421900","Jan 29, 2025 7:42 pm","1738176172729x936109642986553300"
"1738176173971x105529045333049340","59900","1725403641428x243729516961988600","390340","1738176173971x734182994977488900","Jan 29, 2025 7:42 pm","1738176173971x114230849959624700"
"1738176175120x855872012674662400","84900","1725403641428x243729516961988600","389515","1738176175120x361897293626998800","Jan 29, 2025 7:42 pm","1738176175120x469139157340389400"
"1738176176285x311141625736462340","79900","1725403641428x243729516961988600","385560","1738176176285x145789859903569920","Jan 29, 2025 7:42 pm","1738176176285x182450315505172500"
"1738176177214x320941645325140000","74900","1725403641428x243729516961988600","339476","1738176177214x392184829644636160","Jan 29, 2025 7:42 pm","1738176177214x765158421136146400"
"1738176178334x537263307218485250","","1725403641428x243729516961988600","300517","1738176178334x206447850282811400","Jan 29, 2025 7:42 pm","1738176178334x435209766908461060"
"1738176179555x459347852750749700","44900","1725403641428x243729516961988600","295268","1738176179555x984599942676086800","Jan 29, 2025 7:42 pm","1738176179555x369339357161062400"
"1738176180663x669317978188415000","76900","1725403641428x243729516961988600","396224","1738176180663x507644072509308900","Jan 29, 2025 7:43 pm","1738176180663x427372174835449860"
"1738176182065x483393485409091600","69900","1725403641428x243729516961988600","395517","1738176182065x541300569257541600","Jan 29, 2025 7:43 pm","1738176182065x877514896678322200"
"1738176183141x650735101733765100","144900","1725403641428x243729516961988600","395167","1738176183141x484521340541337600","Jan 29, 2025 7:43 pm","1738176183141x331993001447915500"
"1738176184413x655979903419940900","58900","1725403641428x243729516961988600","394899","1738176184413x948740078126497800","Jan 29, 2025 7:43 pm","1738176184413x500697589991079940"
"1738176185707x387906821964955650","58900","1725403641428x243729516961988600","394898","1738176185707x602831218886574100","Jan 29, 2025 7:43 pm","1738176185707x510491213954023400"
"1738176186945x594256243526205400","60900","1725403641428x243729516961988600","394897","1738176186945x437375546713964540","Jan 29, 2025 7:43 pm","1738176186945x868347462144229400"
"1738176188107x494747160872484860","54900","1725403641428x243729516961988600","394603","1738176188107x179512738969026560","Jan 29, 2025 7:43 pm","1738176188107x836085066158309400"
"1738176189294x932331835890073600","54900","1725403641428x243729516961988600","392859","1738176189294x649134925846151200","Jan 29, 2025 7:43 pm","1738176189294x632853175729913900"
"1738176190201x779757537980579800","74900","1725403641428x243729516961988600","391612","1738176190201x915907125841756200","Jan 29, 2025 7:43 pm","1738176190201x136730766889975800"
"1738176191409x302873504173260800","74900","1725403641428x243729516961988600","391577","1738176191409x519533997912490000","Jan 29, 2025 7:43 pm","1738176191409x480420722352324600"
"1738176240120x182694210631106560","288900","1725406139997x971850582937043000","384076","1738176240120x809507436292997100","Jan 29, 2025 7:44 pm","1738176240120x220596375959633920"
"1738176241204x947070561694515200","264900","1725406139997x971850582937043000","372639","1738176241204x262670457312378880","Jan 29, 2025 7:44 pm","1738176241204x336438980914708500"
"1738176254022x601756235676778500","81500","1725406139997x591563282424004600","395168","1738176254022x298189890806874100","Jan 29, 2025 7:44 pm","1738176254022x812625834735042600"
"1738176255446x410455043452174340","174500","1725406139997x591563282424004600","394823","1738176255446x681202231626694700","Jan 29, 2025 7:44 pm","1738176255446x867510797648003100"
"1738176256510x945318538305863700","69500","1725406139997x591563282424004600","391869","1738176256510x633997357782401000","Jan 29, 2025 7:44 pm","1738176256510x528495573531099140"
"1738176257537x542295541099790340","69500","1725406139997x591563282424004600","391868","1738176257537x485549129567567900","Jan 29, 2025 7:44 pm","1738176257537x556064067704324100"
"1738176258669x805572227737583600","99500","1725406139997x591563282424004600","385553","1738176258669x112374902411231230","Jan 29, 2025 7:44 pm","1738176258669x783985104202235900"
"1738176259769x433672575354667000","99500","1725406139997x591563282424004600","385552","1738176259769x843492228226089000","Jan 29, 2025 7:44 pm","1738176259769x395160441370705900"
"1738176260735x984716325137940500","69500","1725406139997x591563282424004600","335988","1738176260735x941100231436533800","Jan 29, 2025 7:44 pm","1738176260735x691344969115107300"
"1738176283092x717059332425121800","198750","1725407784548x608869702027968500","395615","1738176283092x185304926907531260","Jan 29, 2025 7:44 pm","1738176283092x547512183391256600"
"1738176284123x961831557813502000","198750","1725407784548x608869702027968500","395614","1738176284123x673769520543825900","Jan 29, 2025 7:44 pm","1738176284123x533616474268368900"
"1738176285656x930687862394847200","198750","1725407784548x608869702027968500","395613","1738176285656x214152784220258300","Jan 29, 2025 7:44 pm","1738176285656x378369162786897900"
"1738176286745x883011507956744200","198750","1725407784548x608869702027968500","395612","1738176286745x730281700624957400","Jan 29, 2025 7:44 pm","1738176286745x592579194071285800"
"1738176287802x854059854607155200","198750","1725407784548x608869702027968500","395611","1738176287802x979489976147509200","Jan 29, 2025 7:44 pm","1738176287802x493228310815309800"
"1738176288576x764223444458405900","","1725407784548x608869702027968500","395109","1738176288576x288871290070630400","Jan 29, 2025 7:44 pm","1738176288576x627005760936869900"
"1738176290136x621263602740101100","","1725407784548x608869702027968500","395108","1738176290136x798350967896539100","Jan 29, 2025 7:44 pm","1738176290136x120031968661340160"
"1738176291312x817207770178125800","","1725407784548x608869702027968500","395107","1738176291312x763655745977188400","Jan 29, 2025 7:44 pm","1738176291312x461339311339733000"
"1738176292404x321814581681324000","","1725407784548x608869702027968500","395106","1738176292404x416573106882084860","Jan 29, 2025 7:44 pm","1738176292404x781718701620330500"
"1738176293488x810383222857007100","","1725407784548x608869702027968500","395105","1738176293488x134026060718407680","Jan 29, 2025 7:44 pm","1738176293488x589181784823431200"
"1738176294464x454592283446083600","109861","1725407784548x608869702027968500","395104","1738176294464x220603093323087870","Jan 29, 2025 7:44 pm","1738176294464x861192505124454400"
"1738176295615x267626583362109440","172925","1725407784548x608869702027968500","391348","1738176295615x138670816243220480","Jan 29, 2025 7:44 pm","1738176295615x363279775086936060"
"1738176297896x647235379177717800","154562","1725407784548x608869702027968500","388668","1738176297896x469525791771983900","Jan 29, 2025 7:44 pm","1738176297896x897521903987851300"
"1738176299314x878822075596013600","159562","1725407784548x608869702027968500","388667","1738176299314x315381455478587400","Jan 29, 2025 7:44 pm","1738176299314x816260421935431700"
"1738176300400x595307565348552700","198750","1725407784548x608869702027968500","395616","1738176300400x325211800811339800","Jan 29, 2025 7:45 pm","1738176300400x810198677145518000"
"1738176322173x794701110800547800","99000","1725407784548x840768105388441600","393659","1738176322173x986645529188630500","Jan 29, 2025 7:45 pm","1738176322173x185914948390748160"
"1738176324526x903111353724305400","109000","1725407784548x840768105388441600","393658","1738176324526x426057950404280300","Jan 29, 2025 7:45 pm","1738176324526x210367464058126340"
"1738176325688x382008939671715800","69900","1725407784548x840768105388441600","393400","1738176325688x343030707292471300","Jan 29, 2025 7:45 pm","1738176325688x427695818331914200"
"1738176326810x378835576722554900","29900","1725407784548x840768105388441600","243903","1738176326810x288344111789637600","Jan 29, 2025 7:45 pm","1738176326810x506880568832294900"
"1738176350263x901926000660316200","94900","1725408658047x339183514694189060","392017","1738176350263x376249113836519400","Jan 29, 2025 7:45 pm","1738176350263x398339407293972500"
"1738176351513x867083955812433900","69900","1725408658047x339183514694189060","391129","1738176351513x921548692773142500","Jan 29, 2025 7:45 pm","1738176351513x741794726473891800"
"1738176352574x660900701989240800","69900","1725408658047x339183514694189060","390003","1738176352574x740978642230444000","Jan 29, 2025 7:45 pm","1738176352574x541334411258888200"
"1738176353674x226078232936972300","69900","1725408658047x339183514694189060","366835","1738176353674x870679414778626000","Jan 29, 2025 7:45 pm","1738176353674x213859344905142270"
"1738176354626x149564445765402620","","1725408658047x339183514694189060","390248","1738176354626x759087657819832300","Jan 29, 2025 7:45 pm","1738176354626x657335966455562200"
"1738176357044x445726986979508200","","1725408658047x339183514694189060","390247","1738176357044x713002066960973800","Jan 29, 2025 7:45 pm","1738176357044x978744360865628200"
"1738176358430x535419685529190400","","1725408658047x339183514694189060","390246","1738176358430x945205548567756800","Jan 29, 2025 7:45 pm","1738176358430x352425498891255800"
"1738176359584x537962736233742340","","1725408658047x339183514694189060","389054","1738176359584x423529471053660160","Jan 29, 2025 7:45 pm","1738176359584x159296819190300670"
"1738176360854x116987847462879230","79900","1725408658047x339183514694189060","393297","1738176360854x196798150063423500","Jan 29, 2025 7:46 pm","1738176360854x571451985994711040"
"1738176361978x343417928886517760","79900","1725408658047x339183514694189060","393284","1738176361978x728079832012030000","Jan 29, 2025 7:46 pm","1738176361978x624801876462010400"
"1738176363132x718696251887976400","79900","1725408658047x339183514694189060","393283","1738176363132x878673835046731800","Jan 29, 2025 7:46 pm","1738176363132x666917420102582300"
"1738176364426x558860493830488060","79900","1725408658047x339183514694189060","393282","1738176364426x263493194168926200","Jan 29, 2025 7:46 pm","1738176364426x940111778952249300"
"1738176365698x159587604503199740","94900","1725408658047x339183514694189060","392025","1738176365698x557385689550553100","Jan 29, 2025 7:46 pm","1738176365698x890114693133238300"
"1738176366813x472625021105471500","94900","1725408658047x339183514694189060","392021","1738176366813x163255585962197000","Jan 29, 2025 7:46 pm","1738176366813x494432181102837800"
"1738176391113x867173443690561500","49900","1725409454662x269918587495120900","395794","1738176391113x876359033085493200","Jan 29, 2025 7:46 pm","1738176391113x643030214129221600"
"1738176392253x840199342564573200","29900","1725409454662x269918587495120900","374658","1738176392253x810682297336463400","Jan 29, 2025 7:46 pm","1738176392253x315354734954020860"
"1738176393297x112004750125301760","89900","1725409454662x269918587495120900","372333","1738176393297x470670232805179400","Jan 29, 2025 7:46 pm","1738176393297x150724087172300800"
"1738176394489x293199862559670300","159900","1725409454662x269918587495120900","386913","1738176394489x501227136152502300","Jan 29, 2025 7:46 pm","1738176394489x841636078280507400"
"1738276841767x433627775898746900","42900","1721936059223x586049240986026000","CONXL3","1738276841767x427367787182686200","Jan 30, 2025 11:40 pm","1738276841767x960102157289783300"
"1738276842706x617647043033432000","42900","1721936059223x586049240986026000","CONXL2","1738276842706x944305224521089000","Jan 30, 2025 11:40 pm","1738276842706x468440917166784500"
"1738276843460x208949130593566700","42900","1721936059223x586049240986026000","CONXL1","1738276843460x105160126680268800","Jan 30, 2025 11:40 pm","1738276843460x691314952250589200"
"1738276845163x185471851468423170","25900","1721936059223x586049240986026000","23756","1738276845163x533565478048104450","Jan 30, 2025 11:40 pm","1738276845163x342738730551869440"
